1696573709888534995,1696573709889292985,281951,692199
1696573709889303391,1696573709889703374,133467,325881
1696573709889716155,1696573709890079890,136680,312750
1696573709890090017,1696573709890449771,127321,309328
1696573709890459199,1696573709890781658,120477,280554
1696573709890791296,1696573709891104884,122991,270217
1696573709891114034,1696573709891422594,128369,269938
1696573709891431324,1696573709891752804,123550,270286
1696573709891761535,1696573709892066952,113422,264489
1696573709892075612,1696573709892383683,129556,264699
1696573709892392832,1696573709892704745,125087,269938
1696573709892713405,1696573709893081889,128648,328953
1696573709893091038,1696573709893406792,125924,291589
1696573709893413078,1696573709893835479,137518,378681
1696573709893844349,1696573709894235671,139124,348998
1696573709894246287,1696573709894562041,121803,290471
1696573709894568816,1696573709894909782,126274,305068
1696573709894920398,1696573709895280780,118801,311214
1696573709895290209,1696573709895651988,120337,322458
1696573709895658134,1696573709895977799,124946,298712
1696573709895984085,1696573709896358296,122571,325881
1696573709896367235,1696573709896738723,131722,328186
1696573709896748221,1696573709897084787,124527,311842
1696573709897091492,1696573709897461373,131512,324693
1696573709897470452,1696573709897850740,108255,337475
1696573709897859819,1696573709898222855,129347,321131
1696573709898231376,1696573709898551250,119359,293614
1696573709898557955,1696573709898939639,132629,326858
1696573709898948300,1696573709899308472,139892,337195
1696573709899315038,1696573709899689458,133048,323645
1696573709899699445,1696573709900282343,184102,550980
1696573709900290026,1696573709900762574,156306,411716
1696573709900773608,1696573709901195801,135562,377703
1696573709901208931,1696573709901565193,127391,331118
1696573709901571967,1696573709901941569,163150,330071
1696573709901948273,1696573709902368650,155956,366040
1696573709902378707,1696573709902703261,118451,288864
1696573709902711851,1696573709903033890,118870,273499
1696573709903043529,1696573709903446584,149810,375399
1696573709903453219,1696573709903867379,163010,377563
1696573709903875062,1696573709904171609,116217,259042
1696573709904179222,1696573709904441058,109791,235156
1696573709904447693,1696573709904693675,110070,215461
1696573709904698913,1696573709904935815,118661,216928
1696573709904941473,1696573709905200934,114051,223004
1696573709905208477,1696573709905455716,104413,222166
1696573709905463678,1696573709905845083,131233,353188
1696573709905850740,1696573709906190449,136470,314356
1696573709906196595,1696573709906520660,132070,295220
1696573709906526806,1696573709906835785,131232,284534
1696573709906841442,1696573709907171653,131023,299271
1696573709907177869,1696573709907485451,131163,284395
1696573709907491737,1696573709907794500,128090,278459
1696573709907800297,1696573709908103409,123480,277900
1696573709908108088,1696573709908405125,127321,278947
1696573709908411271,1696573709908714732,123899,277270
1696573709908721437,1696573709909025038,122083,283067
1696573709909031324,1696573709909399319,122083,310934
1696573709909409306,1696573709909766965,133677,334681
1696573709909772622,1696573709910064350,124248,257855
1696573709910070985,1696573709910317177,112724,227544
1696573709910323462,1696573709910610092,109302,236065
1696573709910618194,1696573709910910620,110349,248147
1696573709910919769,1696573709911185167,113912,240534
1696573709911192361,1696573709911491073,126413,252826
1696573709911501550,1696573709911795932,113982,251500
1696573709911805430,1696573709912079628,107905,229080
1696573709912088079,1696573709912361020,111606,235994
1696573709912369191,1696573709912629560,116426,239906
1696573709912637173,1696573709912921009,119778,238718
1696573709912928692,1696573709913176001,109302,226846
1696573709913182217,1696573709913456624,112933,219442
1696573709913464656,1696573709913728936,110978,243886
1696573709913735292,1696573709914000480,112375,225658
1696573709914010886,1696573709914268741,116845,235576
1696573709914275516,1696573709914539797,115309,226147
1696573709914547898,1696573709914788851,108254,218045
1696573709914795067,1696573709915136104,152604,298573
1696573709915144764,1696573709915706360,227544,495386
1696573709915716068,1696573709916097193,138147,319176
1696573709916105365,1696573709916446122,133397,310726
1696573709916453874,1696573709916784783,110210,273290
1696573709916794212,1696573709917306220,152255,466262
1696573709917314462,1696573709918103601,116217,701978
1696573709918117430,1696573709918494225,154489,344388
1696573709918500022,1696573709918921935,124737,368065
1696573709918930874,1696573709919234685,120547,276642
1696573709919239993,1696573709919549251,114610,263512
1696573709919557982,1696573709919851316,108744,249405
1696573709919860326,1696573709920140879,111676,249474
1696573709920146536,1696573709920413680,101201,224750
1696573709920421921,1696573709920708412,109441,242001
1696573709920716443,1696573709920978698,111886,238998
1696573709920984495,1696573709921264071,103715,235785
1696573709921271614,1696573709921556428,112655,247239
1696573709921564459,1696573709921854930,114540,245563
1696573709921863172,1696573709922117884,107137,232433
1696573709922123192,1696573709922392221,101619,224820
1696573709922400742,1696573709922681505,104483,240325
1696573709922689607,1696573709922991182,106508,247100
1696573709922999703,1696573709923287869,100712,248147
1696573709923298904,1696573709923621921,140311,277550
1696573709923629953,1696573709923875935,103924,224401
1696573709923882151,1696573709924160679,103784,235576
1696573709924168851,1696573709924440045,104832,234109
1696573709924448566,1696573709924693919,99245,217696
1696573709924699716,1696573709924967698,105740,227893
1696573709924976149,1696573709925253211,107207,236623
1696573709925261312,1696573709925546405,97709,239976
1696573709925554996,1696573709925859086,113144,261626
1696573709925867257,1696573709926147741,108115,242281
1696573709926155843,1696573709926407342,103156,222864
1696573709926413488,1696573709926742582,118731,289563
1696573709926750683,1696573709927039059,110489,244026
1696573709927046811,1696573709927335466,101340,238858
1696573709927344406,1696573709927634179,102946,244376
1696573709927642630,1696573709927927723,106439,247030
1696573709927935755,1696573709928211559,106020,243817
1696573709928217216,1696573709928537789,119429,278179
1696573709928546449,1696573709928845999,109302,256178
1696573709928854101,1696573709929141499,102387,239417
1696573709929150090,1696573709929444541,102318,244236
1696573709929453132,1696573709929760365,113912,268401
1696573709929770911,1696573709930049230,114400,244375
1696573709930056912,1696573709930382234,122083,283836
1696573709930390755,1696573709930749042,118871,313448
1696573709930757283,1696573709931046357,106788,248915
1696573709931054878,1696573709931358060,120267,259671
1696573709931366232,1696573709931644760,103505,234808
1696573709931657261,1696573709932012615,121943,311912
1696573709932020717,1696573709932417417,136261,347950
1696573709932426566,1696573709932776263,110699,285791
1696573709932787577,1696573709933145375,108744,314845
1696573709933154036,1696573709933523567,120267,326579
1696573709933531599,1696573709933857969,137378,291518
1696573709933865162,1696573709934150954,113143,240814
1696573709934159405,1696573709934497228,110490,296548
1696573709934506308,1696573709934817102,112864,259462
1696573709934826252,1696573709935119097,111467,250870
1696573709935127688,1696573709935417879,106787,245493
1696573709935427029,1696573709935720992,110210,250382
1696573709935728954,1696573709936077044,120407,303951
1696573709936085006,1696573709936427299,115867,296896
1696573709936436309,1696573709936736837,108533,256667
1696573709936745986,1696573709937024026,102179,237461
1696573709937032686,1696573709937310725,103016,236064
1696573709937319385,1696573709937620053,109861,248706
1696573709937629133,1696573709937945515,121105,271543
1696573709937954105,1696573709938322380,150090,318687
1696573709938331389,1696573709938626540,118172,266096
1696573709938632826,1696573709938912751,109931,236554
1696573709938921411,1696573709939206225,103225,238439
1696573709939215164,1696573709939470924,108185,230477
1696573709939477978,1696573709939711109,106369,210293
1696573709939717395,1696573709940019250,123270,255201
1696573709940028190,1696573709940365315,155537,295150
1696573709940374255,1696573709940666472,116496,252686
1696573709940674643,1696573709940970911,114470,251290
1696573709940979432,1696573709941268087,110838,246261
1696573709941276608,1696573709941564285,112864,247169
1696573709941572526,1696573709941864743,126483,262115
1696573709941871797,1696573709942252084,131093,339779
1696573709942259697,1696573709942562670,105531,256109
1696573709942570841,1696573709942851046,111816,241512
1696573709942859636,1696573709943112043,106368,228521
1696573709943120494,1696573709943404889,106858,241023
1696573709943413410,1696573709943701017,111188,247170
1696573709943709189,1696573709943979126,113143,237462
1696573709943984714,1696573709944257934,103435,231455
1696573709944266524,1696573709944554970,110559,244655
1696573709944562163,1696573709944868139,109232,252687
1696573709944877708,1696573709945181518,107207,256179
1696573709945190179,1696573709945502999,122293,270427
1696573709945511729,1696573709945864499,153931,303811
1696573709945873229,1696573709946159859,108743,247309
1696573709946168379,1696573709946464158,107905,247309
1696573709946471841,1696573709946768947,106928,257575
1696573709946778026,1696573709947070732,109163,249334
1696573709947077996,1696573709947367559,111537,247518
1696573709947376010,1696573709947726824,109581,247728
1696573709947736322,1696573709948013314,105041,242699
1696573709948021834,1696573709948312794,106927,244865
1696573709948320407,1696573709948619608,112724,259601
1696573709948628129,1696573709948919159,107416,245773
1696573709948927749,1696573709949203204,103435,238788
1696573709949211795,1696573709949505758,110000,243747
1696573709949516234,1696573709949806984,113912,249055
1696573709949815435,1696573709950108979,109791,252128
1696573709950116173,1696573709950400009,108115,243259
1696573709950409158,1696573709950711083,116146,256668
1696573709950719604,1696573709951007281,107905,246681
1696573709951016011,1696573709951317098,119359,257855
1696573709951325689,1696573709951623982,109511,258135
1696573709951632922,1696573709951925488,107276,247797
1696573709951934009,1696573709952222384,104553,244096
1696573709952231045,1696573709952522633,107626,248985
1696573709952531154,1696573709952818831,102947,250940
1696573709952827771,1696573709953116915,106997,246750
1696573709953126064,1696573709953395303,107556,242909
1696573709953402427,1696573709953689616,107835,232433
1696573709953700720,1696573709954104684,127112,354027
1696573709954114322,1696573709954490349,162102,325671
1696573709954498101,1696573709954838300,155188,301366
1696573709954847728,1696573709955168860,127321,269169
1696573709955177520,1696573709955479654,110000,262115
1696573709955488245,1696573709955786468,105041,244794
1696573709955794919,1696573709956076939,99804,241093
1696573709956085949,1696573709956382706,110768,253245
1696573709956390458,1696573709956685189,103017,256458
1696573709956694129,1696573709957059051,116496,317779
1696573709957068131,1696573709957441154,126553,332446
1696573709957450723,1696573709957774508,110071,271474
1696573709957783029,1696573709958137405,149321,307232
1696573709958147532,1696573709958453647,116775,260509
1696573709958464193,1696573709958799991,135563,289912
1696573709958808931,1696573709959106177,115379,255690
1696573709959114348,1696573709959413829,105321,248566
1696573709959422419,1696573709959716103,108952,251709
1696573709959725182,1696573709960025641,108883,252897
1696573709960034301,1696573709960323445,111397,245563
1696573709960332036,1696573709960607211,102458,235646
1696573709960616361,1696573709960897333,111048,250173
1696573709960904527,1696573709961270636,128788,324623
1696573709961279157,1696573709961607482,106438,283836
1696573709961615514,1696573709961987979,169156,343201
1696573709961994195,1696573709962332298,158610,295779
1696573709962340539,1696573709962624305,108324,253734
1696573709962632057,1696573709962996072,155747,314637
1696573709963005500,1696573709963350657,146947,305207
1696573709963359248,1696573709963706500,117893,300109
1696573709963715649,1696573709964003117,114051,261207
1696573709964009822,1696573709964280178,103854,226566
1696573709964288839,1696573709964583011,101550,248008
1696573709964592929,1696573709964888289,112236,249404
1696573709964896879,1696573709965237496,112375,296757
1696573709965246995,1696573709965540958,111607,259601
1696573709965546685,1696573709965917125,146737,332934
1696573709965926204,1696573709966281628,128229,309048
1696573709966289729,1696573709966650321,125435,319525
1696573709966658981,1696573709966985072,128718,280344
1696573709966993313,1696573709967279454,101479,245842
1696573709967290349,1696573709967615671,112585,275804
1696573709967625309,1696573709967935825,117125,267563
1696573709967943996,1696573709968227623,100432,239137
1696573709968236632,1696573709968526684,106159,243817
1696573709968535554,1696573709968813663,102946,234458
1696573709968822044,1696573709969118940,104623,250312
1696573709969127601,1696573709969417723,108604,242281
1696573709969426313,1696573709969720975,100502,235087
1696573709969729635,1696573709970048741,118870,273359
1696573709970057890,1696573709970351923,107137,248287
1696573709970360514,1696573709970647143,103086,243398
1696573709970655664,1696573709970942084,104552,241512
1696573709970950745,1696573709971230460,105810,238789
1696573709971238701,1696573709971529731,109023,247518
1696573709971538810,1696573709971831586,107626,249055
1696573709971843110,1696573709972127365,106020,244655
1696573709972140775,1696573709972424960,103784,240674
1696573709972433900,1696573709972724860,106438,240046
1696573709972732961,1696573709973015331,106438,240464
1696573709973023362,1696573709973303008,97289,238788
1696573709973311948,1696573709973626374,112096,270706
1696573709973633987,1696573709974046122,203727,366807
1696573709974054363,1696573709974411533,158889,314077
1696573709974420961,1696573709974749147,152255,301506
1696573709974755922,1696573709975097866,149461,290960
1696573709975107993,1696573709975390781,110490,250312
1696573709975398045,1696573709975684325,112584,241512
1696573709975693265,1696573709975973679,109861,252896
1696573709975980384,1696573709976321839,130953,318198
1696573709976328614,1696573709976568729,102387,218744
1696573709976574875,1696573709976898870,114820,282370
1696573709976908019,1696573709977205544,105950,254712
1696573709977214623,1696573709977554752,121594,301995
1696573709977563203,1696573709978478686,130185,266795
1696573709978493422,1696573709978824401,128787,296617
1696573709978830547,1696573709979110402,104902,241931
1696573709979116548,1696573709979436981,113842,287538
1696573709979442708,1696573709979756786,118242,271195
1696573709979765865,1696573709980077428,107486,261906
1696573709980086857,1696573709980357493,98895,234807
1696573709980366014,1696573709980726466,104273,320572
1696573709980734079,1696573709981243084,182915,474504
1696573709981251255,1696573709981549968,118172,260020
1696573709981557999,1696573709981899874,122571,297944
1696573709981909372,1696573709982305304,118661,346344
1696573709982314942,1696573709982691318,113143,333772
1696573709982700398,1696573709983012170,108254,269728
1696573709983021180,1696573709983343848,106159,279645
1696573709983352299,1696573709983689633,107696,288097
1696573709983699132,1696573709984023685,103365,282160
1696573709984033743,1696573709984330988,103575,255690
1696573709984338531,1696573709984609586,110489,239137
1696573709984617758,1696573709984885670,104972,229360
1696573709984893841,1696573709985144083,98686,219163
1696573709985151766,1696573709985418980,106858,228591
1696573709985426942,1696573709985710638,107207,238229
1696573709985719089,1696573709986055236,160076,297455
1696573709986063268,1696573709986423371,155956,329163
1696573709986432939,1696573709986804636,209106,335519
1696573709986815042,1696573709987172212,195347,324763
1696573709987180314,1696573709987552639,195137,333912
1696573709987560391,1696573709987885993,122083,269588
1696573709987910298,1696573709988212502,124737,261627
1696573709988220534,1696573709988479087,104553,227613
1696573709988486840,1696573709988750142,103645,226566
1696573709988758244,1696573709989018683,101690,228521
1696573709989027832,1696573709989364259,121036,298293
1696573709989373338,1696573709989641600,103156,235785
1696573709989650051,1696573709989993252,155398,301157
1696573709990003658,1696573709990374657,209245,339500
1696573709990382619,1696573709990707871,158401,283976
1696573709990715972,1696573709991030539,154489,284116
1696573709991038640,1696573709991356559,155398,280763
1696573709991364311,1696573709991629500,101969,233690
1696573709991637182,1696573709991902790,104552,228452
1696573709991910542,1696573709992167210,100293,224680
1696573709992174823,1696573709992437916,101479,225938
1696573709992445947,1696573709992748990,99315,272871
1696573709992757930,1696573709993043232,114680,246262
1696573709993050915,1696573709993308491,100083,227613
1696573709993317221,1696573709993600777,106229,247240
1696573709993609438,1696573709993901096,123061,255689
1696573709993909477,1696573709994227675,156934,281531
1696573709994235707,1696573709994555092,153581,285512
1696573709994562775,1696573709994878529,147435,277620
1696573709994886281,1696573709995214257,109931,294731
1696573709995222149,1696573709995491947,102457,228870
1696573709995499629,1696573709995817827,117752,286211
1696573709995825929,1696573709996144965,109023,280972
1696573709996152159,1696573709996420351,100223,233829
1696573709996428871,1696573709996701952,108464,235855
1696573709996711101,1696573709996965394,100222,223283
1696573709996973915,1696573709997241059,101690,227544
1696573709997249160,1696573709997520145,106229,240395
1696573709997527758,1696573709997815156,120128,246401
1696573709997823816,1696573709998089144,106928,232852
1696573709998097106,1696573709998376542,109092,241582
1696573709998385482,1696573709998687547,132979,261557
1696573709998696696,1696573709998965726,106439,231455
1696573709998974246,1696573709999295308,114540,289563
1696573709999303549,1696573709999577258,103086,233341
1696573709999585430,1696573709999874294,129556,256877
1696573709999881977,1696573710000172029,118730,249963
1696573710000179502,1696573710000439592,102318,228521
1696573710000449160,1696573710000721961,107347,233760
1696573710000731041,1696573710000992318,102877,228801
1696573710001000489,1696573710001273640,108883,235017
1696573710001282160,1696573710001532193,101061,219093
1696573710001539317,1696573710001820289,114540,242908
1696573710001827972,1696573710002092462,107416,233690
1696573710002100843,1696573710002423790,112934,283906
1696573710002431403,1696573710002741988,109581,276712
1696573710002749601,1696573710003029456,104832,241233
1696573710003037488,1696573710003308124,106998,236204
1696573710003315597,1696573710003623947,118451,272591
1696573710003631909,1696573710003895212,103924,230966
1696573710003902895,1696573710004212362,113562,273500
1696573710004220464,1696573710004485792,103016,233131
1696573710004493405,1696573710004756707,105321,225239
1696573710004764739,1696573710005020709,101480,221677
1696573710005028880,1696573710005296094,102178,229709
1696573710005304126,1696573710005565542,101968,228522
1696573710005573714,1696573710005856083,122502,247029
1696573710005864325,1696573710006125951,105391,229709
1696573710006133983,1696573710006398752,103855,225170
1696573710006406504,1696573710006676931,104762,238509
1696573710006684474,1696573710007072863,139474,331677
1696573710007082431,1696573710007429543,124388,304090
1696573710007439042,1696573710007757240,127460,278667
1696573710007765831,1696573710008070759,112166,265259
1696573710008080606,1696573710008425693,128508,306604
1696573710008434074,1696573710008720355,107905,249684
1696573710008728806,1696573710009003702,107206,237670
1696573710009012223,1696573710009280484,102457,232083
1696573710009288725,1696573710009567254,112934,238858
1696573710009575425,1696573710009906893,151765,296128
1696573710009915484,1696573710010223205,132280,269659
1696573710010236545,1696573710010526178,114471,254991
1696573710010534838,1696573710010824192,124876,252896
1696573710010832852,1696573710011120390,113074,251430
1696573710011128911,1696573710011485033,121664,308002
1696573710011493274,1696573710011812869,118032,282299
1696573710011820970,1696573710012117727,117264,248147
1696573710012126248,1696573710012410363,113562,249334
1696573710012420909,1696573710012749584,117264,292008
1696573710012758174,1696573710013045852,107835,243817
1696573710013057306,1696573710013388913,119289,295779
1696573710013397783,1696573710013902458,142057,466541
1696573710013911398,1696573710014240701,132699,292356
1696573710014255088,1696573710014542067,111537,251639
1696573710014552892,1696573710014868786,117822,258065
1696573710014877795,1696573710015167847,113702,254782
1696573710015176508,1696573710015474591,119639,259462
1696573710015482693,1696573710015843704,130045,326439
1696573710015851875,1696573710016147165,115797,248566
1696573710016159458,1696573710016451465,115099,256179
1696573710016460056,1696573710016780419,138566,271195
1696573710016788870,1696573710017078922,117124,252408
1696573710017087582,1696573710017385596,122642,251359
1696573710017394535,1696573710017683330,110070,242281
1696573710017692270,1696573710017995312,113911,263861
1696573710018003414,1696573710018369244,141220,322458
1696573710018378882,1696573710018697569,138077,280065
